 Time   CH2I2                    CH2BrI                   CH2ClI                   C2H5I                    NH3                      CH3SO3H                  H2SO4                    SO3                      DMSO2                    NO2                      HOSO2                    Cl2O2                    O1D                      HO2                      IBr                      C3H7I                    HIO3                     PAN                      HONO                     CH3SO                    SO2                      ICl                      BrNO2                    ClNO2                    HOBr                     C2H6                     HOI                      HOCH2O2                  CH3I                     INO2                     HNO4                     H2O2                     HCOOH                    HBr                      I                        BrNO3                    Br2                      CH3SO2H                  Cl2                      BrCl                     CH3S                     HCl                      HOCl                     CO                       CH3SO3                   N2O5                     EO2                      CH3SCH2OO                C2H5O2                   CH3CO3                   HNO3                     CH3SOCH3                 I2                       HI                       C2H4                     OIO                      ALD                      ROOH                     OClO                     ClNO3                    INO3                     CH3SO2                   HCHO                     CH3SCH3                  CH3OO                    O3                       BrO                      NO                       IO                       ClO                      Cl                       Br                       NO3                      OH                       
    0.255600E+06    0.181294E+00    0.145437E+00    0.209672E+00    0.000000E+00    0.500000E+02    0.107098E-04    0.264472E-04    0.905450E-16    0.159991E-04    0.566140E+01    0.410003E-18    0.000000E+00    0.000000E+00    0.816911E-01    0.334222E+01    0.146319E+00    0.574201E-10    0.838676E-02    0.162264E-01    0.399467E-04    0.456665E-02    0.127808E+01    0.760065E-01    0.148974E-02    0.106674E+01    0.837487E+01    0.103241E+01    0.375238E+01    0.133393E+01    0.221797E-08    0.881585E-03    0.386354E+03    0.139154E+03    0.626712E-04    0.666024E-05    0.470624E-03    0.415870E+02    0.201706E+01    0.468878E+01    0.225748E+02    0.459660E-05    0.336293E+01    0.137214E+02    0.800415E+05    0.271364E-03    0.726457E-04    0.000000E+00    0.912171E-01    0.978180E-01    0.614823E-03    0.215646E-01    0.566089E+01    0.201083E+01    0.213425E-09    0.000000E+00    0.494033E-05    0.581070E-01    0.230449E+03    0.195669E+01    0.788507E-04    0.133720E-03    0.582830E-05    0.283041E+03    0.110599E+02    0.292806E+00    0.117798E+05    0.190829E-01    0.105402E+00    0.218977E-02    0.203761E-03    0.229908E-08    0.129665E-04    0.130972E-01    0.763509E-04
    0.259200E+06    0.223647E+00    0.173672E+00    0.237908E+00    0.000000E+00    0.500000E+02    0.931189E-05    0.262264E-04    0.796279E-16    0.146165E-04    0.758049E+01    0.360569E-18    0.000000E+00    0.000000E+00    0.696635E-01    0.345077E+01    0.160435E+00    0.158001E-10    0.848068E-02    0.223226E-01    0.333991E-04    0.431469E-02    0.118445E+01    0.761512E-01    0.366070E-02    0.100602E+01    0.837486E+01    0.995931E+00    0.332066E+01    0.134240E+01    0.389337E-08    0.100600E-02    0.376186E+03    0.134741E+03    0.678003E-05    0.873143E-05    0.414415E-04    0.427520E+02    0.200684E+01    0.381436E+01    0.206491E+02    0.384786E-05    0.325881E+01    0.119538E+02    0.800415E+05    0.269955E-03    0.138595E-03    0.000000E+00    0.884228E-01    0.854696E-01    0.436219E-03    0.214135E-01    0.556075E+01    0.256716E+01    0.238357E-09    0.000000E+00    0.149557E-05    0.649134E-01    0.226344E+03    0.194974E+01    0.730638E-04    0.237965E-03    0.537435E-05    0.277921E+03    0.138433E+02    0.348302E+00    0.130024E+05    0.124297E-02    0.983811E-01    0.285047E-02    0.141008E-03    0.160812E-08    0.879919E-06    0.186277E-01    0.710663E-04
    0.262800E+06    0.266000E+00    0.201907E+00    0.266143E+00    0.000000E+00    0.500000E+02    0.933089E-05    0.320353E-04    0.866437E-16    0.134388E-04    0.943276E+01    0.392337E-18    0.000000E+00    0.000000E+00    0.605012E-01    0.354716E+01    0.174552E+00    0.171705E-10    0.851843E-02    0.291979E-01    0.355748E-04    0.501108E-02    0.108888E+01    0.764043E-01    0.740268E-02    0.967906E+00    0.837485E+01    0.982193E+00    0.297503E+01    0.135087E+01    0.627855E-08    0.108458E-02    0.366395E+03    0.130363E+03    0.265730E-05    0.113155E-04    0.193204E-05    0.437906E+02    0.199642E+01    0.307095E+01    0.187603E+02    0.410230E-05    0.307536E+01    0.103671E+02    0.800415E+05    0.330610E-03    0.224801E-03    0.000000E+00    0.985988E-01    0.756825E-01    0.344473E-03    0.221567E-01    0.545932E+01    0.311966E+01    0.268369E-09    0.000000E+00    0.175439E-05    0.705043E-01    0.222313E+03    0.194326E+01    0.680449E-04    0.371925E-03    0.615737E-05    0.272915E+03    0.166155E+02    0.396750E+00    0.141628E+05    0.461599E-04    0.921415E-01    0.353269E-02    0.105538E-03    0.123000E-08    0.345978E-07    0.242532E-01    0.665815E-04
    0.266400E+06    0.308353E+00    0.230142E+00    0.294378E+00    0.000000E+00    0.500000E+02    0.104538E-04    0.451465E-04    0.109634E-15    0.124019E-04    0.111990E+02    0.496439E-18    0.000000E+00    0.000000E+00    0.532301E-01    0.363751E+01    0.188668E+00    0.228349E-10    0.853693E-02    0.366652E-01    0.443531E-04    0.674364E-02    0.995565E+00    0.768343E-01    0.130775E-01    0.939680E+00    0.837484E+01    0.981966E+00    0.269248E+01    0.135934E+01    0.928407E-08    0.112898E-02    0.356927E+03    0.126051E+03    0.255972E-05    0.140931E-04    0.554088E-07    0.446913E+02    0.198581E+01    0.244449E+01    0.169172E+02    0.511784E-05    0.285459E+01    0.894354E+01    0.800414E+05    0.466572E-03    0.328380E-03    0.000000E+00    0.119324E+00    0.677472E-01    0.288383E-03    0.231585E-01    0.535977E+01    0.366747E+01    0.294182E-09    0.000000E+00    0.248042E-05    0.751744E-01    0.218352E+03    0.193720E+01    0.637523E-04    0.532614E-03    0.813008E-05    0.268023E+03    0.193702E+02    0.444200E+00    0.152641E+05    0.111216E-05    0.867327E-01    0.421846E-02    0.832879E-04    0.980134E-09    0.119176E-08    0.298174E-01    0.626032E-04
    0.270000E+06    0.350706E+00    0.258378E+00    0.322613E+00    0.000000E+00    0.500000E+02    0.125742E-04    0.673875E-04    0.148474E-15    0.114784E-04    0.128724E+02    0.672316E-18    0.000000E+00    0.000000E+00    0.473283E-01    0.372426E+01    0.202784E+00    0.291273E-10    0.854755E-02    0.445723E-01    0.588478E-04    0.968609E-02    0.906681E+00    0.775087E-01    0.209694E-01    0.916307E+00    0.837483E+01    0.991634E+00    0.245727E+01    0.136781E+01    0.128626E-07    0.114902E-02    0.347752E+03    0.121824E+03    0.261631E-05    0.169869E-04    0.576608E-08    0.454280E+02    0.197503E+01    0.192649E+01    0.151480E+02    0.679337E-05    0.261958E+01    0.766134E+01    0.800414E+05    0.696593E-03    0.446156E-03    0.000000E+00    0.147631E+00    0.611909E-01    0.250255E-03    0.243466E-01    0.526227E+01    0.420989E+01    0.315369E-09    0.000000E+00    0.335312E-05    0.791338E-01    0.214463E+03    0.193150E+01    0.600516E-04    0.717156E-03    0.113428E-04    0.263245E+03    0.221039E+02    0.496630E+00    0.163092E+05    0.104870E-06    0.820344E-01    0.490325E-02    0.682553E-04    0.804176E-09    0.343253E-09    0.352252E-01    0.590269E-04
    0.273600E+06    0.393059E+00    0.286613E+00    0.350849E+00    0.000000E+00    0.500000E+02    0.155187E-04    0.998327E-04    0.201917E-15    0.106496E-04    0.144485E+02    0.914316E-18    0.000000E+00    0.000000E+00    0.424575E-01    0.380812E+01    0.216901E+00    0.357444E-10    0.855433E-02    0.527874E-01    0.778424E-04    0.139368E-01    0.823913E+00    0.785048E-01    0.312793E-01    0.895419E+00    0.837482E+01    0.100970E+01    0.225845E+01    0.137628E+01    0.169535E-07    0.115170E-02    0.338855E+03    0.117692E+03    0.265572E-05    0.199471E-04    0.427252E-08    0.459763E+02    0.196410E+01    0.150766E+01    0.134859E+02    0.898893E-05    0.238530E+01    0.650042E+01    0.800414E+05    0.103151E-02    0.574731E-03    0.000000E+00    0.180112E+00    0.556878E-01    0.222691E-03    0.257017E-01    0.516676E+01    0.474628E+01    0.332294E-09    0.000000E+00    0.435104E-05    0.825344E-01    0.210643E+03    0.192611E+01    0.568364E-04    0.922359E-03    0.157169E-04    0.258584E+03    0.248140E+02    0.559207E+00    0.173010E+05    0.697684E-07    0.779339E-01    0.558369E-02    0.575543E-04    0.676434E-09    0.264843E-09    0.404091E-01    0.557902E-04
    0.277200E+06    0.357947E+00    0.307053E+00    0.377689E+00    0.000000E+00    0.500000E+02    0.120070E-02    0.258028E-03    0.109130E-12    0.293333E-02    0.275446E+01    0.494160E-15    0.000000E+00    0.222371E-10    0.916344E+00    0.282083E+01    0.230572E+00    0.127590E-02    0.843754E-02    0.100555E+00    0.197449E-03    0.313148E-01    0.118649E+01    0.325062E+00    0.411853E-01    0.734295E+01    0.836874E+01    0.111329E+02    0.233642E+01    0.138450E+01    0.631901E-05    0.543233E-02    0.331435E+03    0.112122E+03    0.978634E+00    0.389547E-01    0.347726E+00    0.309678E+02    0.204185E+01    0.242028E+01    0.154005E+02    0.227474E-04    0.123792E+01    0.718598E+01    0.800444E+05    0.279942E-02    0.902658E-04    0.000000E+00    0.308621E+00    0.444927E-01    0.469166E-03    0.933294E+00    0.100256E+02    0.872313E-01    0.142444E-04    0.000000E+00    0.684836E+00    0.855067E-01    0.206602E+03    0.749713E+00    0.815124E-01    0.516718E-02    0.841154E-04    0.252086E+03    0.223092E+02    0.154930E+01    0.180937E+05    0.284142E+02    0.665556E-01    0.240506E+00    0.414653E+00    0.939764E-03    0.567276E+00    0.296052E-01    0.134196E-01
    0.280800E+06    0.107109E-01    0.195985E+00    0.374855E+00    0.000000E+00    0.500000E+02    0.490126E-01    0.395003E-02    0.132228E-10    0.787775E-01    0.658784E-01    0.598749E-13    0.000000E+00    0.148670E-09    0.263403E+01    0.314036E+00    0.234435E+00    0.313414E-01    0.730209E-02    0.213553E-01    0.114170E-02    0.458073E+00    0.122496E+00    0.318439E-01    0.346874E-01    0.338579E+02    0.817775E+01    0.140517E+02    0.338598E+01    0.138735E+01    0.720615E-06    0.302916E-03    0.297595E+03    0.100624E+03    0.721406E+01    0.186024E+00    0.111804E-01    0.877115E+01    0.855044E+01    0.443020E+01    0.130166E+02    0.130917E-03    0.483618E+01    0.872498E+01    0.800881E+05    0.407053E-01    0.465608E-07    0.000000E+00    0.757719E+00    0.123834E+00    0.345766E-02    0.746383E-01    0.206331E+02    0.385676E-02    0.185014E-03    0.000000E+00    0.196416E+01    0.760449E-01    0.194291E+03    0.167735E+01    0.174924E-01    0.166584E-03    0.174934E-02    0.275788E+03    0.342760E+01    0.835653E+01    0.170355E+05    0.464779E+02    0.198803E-01    0.438339E+00    0.389172E+01    0.768961E-02    0.246772E+01    0.703062E-03    0.111155E+00
    0.284400E+06    0.259116E-02    0.518762E-01    0.320611E+00    0.000000E+00    0.500000E+02    0.129309E+00    0.539543E-02    0.566541E-10    0.608900E-01    0.406689E-01    0.256539E-12    0.000000E+00    0.272236E-09    0.485764E+01    0.267403E+00    0.219796E+00    0.809034E-01    0.627995E-02    0.188728E-02    0.927103E-03    0.107728E+01    0.944602E-01    0.641789E-02    0.209201E-01    0.390724E+02    0.768138E+01    0.101496E+02    0.581433E+01    0.137970E+01    0.108812E-05    0.347246E-03    0.263496E+03    0.990005E+02    0.151119E+02    0.455160E+00    0.561404E-02    0.498999E+01    0.101879E+02    0.593500E+01    0.126095E+02    0.106326E-03    0.101574E+02    0.145206E+02    0.801874E+05    0.520129E-01    0.117052E-07    0.000000E+00    0.645348E+00    0.162404E+00    0.282407E-02    0.701160E-01    0.752496E+01    0.342276E-02    0.841399E-03    0.000000E+00    0.272530E+01    0.535277E-01    0.182466E+03    0.137585E+01    0.200959E-01    0.151616E-03    0.351715E-02    0.354313E+03    0.129718E+01    0.157486E+02    0.152622E+05    0.416885E+02    0.202150E-01    0.682079E+00    0.725499E+01    0.156985E-01    0.395216E+01    0.289790E-03    0.202512E+00
    0.288000E+06    0.183046E-02    0.133037E-01    0.242114E+00    0.000000E+00    0.500000E+02    0.654128E-01    0.213779E-02    0.359563E-10    0.210164E-01    0.352376E-01    0.162816E-12    0.000000E+00    0.328799E-09    0.607228E+01    0.263084E+00    0.192864E+00    0.813826E-01    0.537395E-02    0.135400E-02    0.108766E-02    0.604409E+00    0.758311E-01    0.518662E-02    0.926133E-02    0.353471E+02    0.692815E+01    0.614970E+01    0.816726E+01    0.136279E+01    0.124181E-05    0.379836E-03    0.268261E+03    0.101563E+03    0.234664E+02    0.599716E+00    0.421794E-02    0.380764E+01    0.435425E+01    0.664246E+01    0.120060E+02    0.124778E-03    0.145444E+02    0.258679E+02    0.804005E+05    0.197287E-01    0.745924E-08    0.000000E+00    0.652402E+00    0.166829E+00    0.154406E-02    0.707312E-01    0.227916E+01    0.340305E-02    0.139188E-02    0.000000E+00    0.240545E+01    0.319448E-01    0.183670E+03    0.114571E+01    0.213668E-01    0.118926E-03    0.180781E-02    0.394903E+03    0.107741E+01    0.194249E+02    0.133002E+05    0.391215E+02    0.212068E-01    0.643922E+00    0.890319E+01    0.216578E-01    0.531724E+01    0.214752E-03    0.229081E+00
    0.291600E+06    0.157459E-02    0.862062E-02    0.172735E+00    0.000000E+00    0.500000E+02    0.260924E-01    0.839308E-03    0.162834E-10    0.107134E-01    0.375180E-01    0.737340E-13    0.000000E+00    0.328533E-09    0.632890E+01    0.239348E+00    0.163782E+00    0.598997E-01    0.458827E-02    0.128348E-02    0.132996E-02    0.286751E+00    0.540756E-01    0.581929E-02    0.335196E-02    0.311893E+02    0.613602E+01    0.366013E+01    0.899826E+01    0.134071E+01    0.131017E-05    0.426008E-03    0.293791E+03    0.107175E+03    0.285933E+02    0.594341E+00    0.413979E-02    0.341439E+01    0.184337E+01    0.602986E+01    0.108310E+02    0.152573E-03    0.159037E+02    0.334615E+02    0.806947E+05    0.767534E-02    0.821972E-08    0.000000E+00    0.670987E+00    0.153289E+00    0.836782E-03    0.713583E-01    0.129154E+01    0.287996E-02    0.144598E-02    0.000000E+00    0.184849E+01    0.183140E-01    0.191338E+03    0.918524E+00    0.215795E-01    0.973303E-04    0.848651E-03    0.383658E+03    0.105323E+01    0.201713E+02    0.115208E+05    0.382852E+02    0.232748E-01    0.506118E+00    0.844655E+01    0.233769E-01    0.651506E+01    0.222927E-03    0.218670E+00
    0.295200E+06    0.149099E-02    0.786481E-02    0.124430E+00    0.000000E+00    0.500000E+02    0.153193E-01    0.510008E-03    0.106704E-10    0.872117E-02    0.409386E-01    0.483174E-13    0.000000E+00    0.300425E-09    0.628313E+01    0.216407E+00    0.138437E+00    0.419662E-01    0.391338E-02    0.124465E-02    0.158122E-02    0.207944E+00    0.444488E-01    0.701147E-02    0.110004E-02    0.277873E+02    0.540221E+01    0.237698E+01    0.878625E+01    0.131675E+01    0.132338E-05    0.467699E-03    0.323986E+03    0.113671E+03    0.312329E+02    0.550199E+00    0.426535E-02    0.329533E+01    0.123415E+01    0.581819E+01    0.104080E+02    0.181402E-03    0.166861E+02    0.343632E+02    0.810190E+05    0.465309E-02    0.100820E-07    0.000000E+00    0.681417E+00    0.140890E+00    0.486133E-03    0.719511E-01    0.119311E+01    0.244304E-02    0.133213E-02    0.000000E+00    0.143321E+01    0.111465E-01    0.198927E+03    0.787988E+00    0.215527E-01    0.823634E-04    0.595096E-03    0.355657E+03    0.105319E+01    0.203092E+02    0.100079E+05    0.378834E+02    0.252822E-01    0.396270E+00    0.773291E+01    0.243584E-01    0.757831E+01    0.250743E-03    0.197598E+00
    0.298800E+06    0.147198E-02    0.769598E-02    0.945403E-01    0.000000E+00    0.500000E+02    0.121835E-01    0.405367E-03    0.952069E-11    0.822135E-02    0.446060E-01    0.431113E-13    0.000000E+00    0.265269E-09    0.626922E+01    0.204131E+00    0.118424E+00    0.311692E-01    0.333589E-02    0.121053E-02    0.186178E-02    0.207112E+00    0.434216E-01    0.848189E-02    0.349583E-03    0.251857E+02    0.473636E+01    0.173751E+01    0.827943E+01    0.129270E+01    0.139016E-05    0.517334E-03    0.352275E+03    0.119810E+03    0.327824E+02    0.530456E+00    0.439575E-02    0.326612E+01    0.114906E+01    0.583462E+01    0.103885E+02    0.213595E-03    0.174751E+02    0.323766E+02    0.813530E+05    0.365247E-02    0.123939E-07    0.000000E+00    0.690271E+00    0.127802E+00    0.312967E-03    0.726650E-01    0.126278E+01    0.227102E-02    0.128263E-02    0.000000E+00    0.118978E+01    0.762704E-02    0.206046E+03    0.698068E+00    0.214545E-01    0.754128E-04    0.536387E-03    0.329691E+03    0.106027E+01    0.204561E+02    0.873383E+04    0.372203E+02    0.272022E-01    0.334142E+00    0.706589E+01    0.251175E-01    0.851183E+01    0.282950E-03    0.177016E+00
    0.302400E+06    0.147059E-02    0.767406E-02    0.769156E-01    0.000000E+00    0.500000E+02    0.108803E-01    0.354431E-03    0.994921E-11    0.803438E-02    0.487857E-01    0.450517E-13    0.000000E+00    0.233208E-09    0.633135E+01    0.201463E+00    0.103181E+00    0.252394E-01    0.284287E-02    0.117747E-02    0.217024E-02    0.238636E+00    0.473847E-01    0.102050E-01    0.110614E-03    0.232278E+02    0.414184E+01    0.140571E+01    0.776976E+01    0.126924E+01    0.156764E-05    0.582996E-03    0.375261E+03    0.125294E+03    0.338584E+02    0.546936E+00    0.453028E-02    0.324474E+01    0.119467E+01    0.577286E+01    0.103996E+02    0.248990E-03    0.182417E+02    0.297343E+02    0.816902E+05    0.310989E-02    0.151583E-07    0.000000E+00    0.697980E+00    0.112569E+00    0.223432E-03    0.736974E-01    0.136306E+01    0.231323E-02    0.133617E-02    0.000000E+00    0.106382E+01    0.586495E-02    0.213688E+03    0.617346E+00    0.213277E-01    0.754165E-04    0.524715E-03    0.307424E+03    0.107627E+01    0.206372E+02    0.767225E+04    0.362585E+02    0.292953E-01    0.305933E+00    0.642309E+01    0.254953E-01    0.936809E+01    0.316435E-03    0.160546E+00
    0.306000E+06    0.147155E-02    0.767577E-02    0.666444E-01    0.000000E+00    0.500000E+02    0.101132E-01    0.324020E-03    0.113114E-10    0.794138E-02    0.535469E-01    0.512197E-13    0.000000E+00    0.206516E-09    0.641185E+01    0.205293E+00    0.916305E-01    0.219643E-01    0.242254E-02    0.114459E-02    0.249574E-02    0.294690E+00    0.538090E-01    0.121932E-01    0.351604E-04    0.216983E+02    0.361957E+01    0.122263E+01    0.730062E+01    0.124648E+01    0.186470E-05    0.660827E-03    0.392035E+03    0.130082E+03    0.346078E+02    0.592732E+00    0.468157E-02    0.320597E+01    0.127158E+01    0.556098E+01    0.103335E+02    0.286339E-03    0.189834E+02    0.269974E+02    0.820268E+05    0.272629E-02    0.184716E-07    0.000000E+00    0.704024E+00    0.971389E-01    0.172686E-03    0.750945E-01    0.146414E+01    0.251641E-02    0.146740E-02    0.000000E+00    0.100658E+01    0.489985E-02    0.222176E+03    0.542837E+00    0.211831E-01    0.804093E-04    0.524713E-03    0.287206E+03    0.109928E+01    0.207828E+02    0.679943E+04    0.352043E+02    0.316233E-01    0.297370E+00    0.581278E+01    0.254960E-01    0.101873E+02    0.351342E-03    0.147808E+00
    0.309600E+06    0.148744E-02    0.773160E-02    0.607881E-01    0.000000E+00    0.500000E+02    0.949354E-02    0.304562E-03    0.130524E-10    0.784992E-02    0.587825E-01    0.591035E-13    0.000000E+00    0.182844E-09    0.642732E+01    0.214723E+00    0.829493E-01    0.198893E-01    0.206445E-02    0.112298E-02    0.281856E-02    0.368459E+00    0.610610E-01    0.145030E-01    0.114295E-04    0.204539E+02    0.316663E+01    0.112841E+01    0.686383E+01    0.122452E+01    0.225207E-05    0.738536E-03    0.403429E+03    0.134143E+03    0.349231E+02    0.652094E+00    0.487553E-02    0.317939E+01    0.135540E+01    0.530075E+01    0.102881E+02    0.323374E-03    0.195973E+02    0.242584E+02    0.823593E+05    0.243372E-02    0.225837E-07    0.000000E+00    0.707474E+00    0.834675E-01    0.140964E-03    0.765831E-01    0.156714E+01    0.284180E-02    0.162048E-02    0.000000E+00    0.987895E+00    0.431383E-02    0.230950E+03    0.482713E+00    0.209876E-01    0.888479E-04    0.524102E-03    0.268836E+03    0.112587E+01    0.207660E+02    0.609101E+04    0.342814E+02    0.339629E-01    0.298852E+00    0.524619E+01    0.251659E-01    0.109105E+02    0.391382E-03    0.136411E+00
