 Time   CH2I2                    CH2BrI                   CH2ClI                   C2H5I                    NH3                      CH3SO3H                  H2SO4                    SO3                      DMSO2                    NO2                      HOSO2                    Cl2O2                    O1D                      HO2                      IBr                      C3H7I                    HIO3                     PAN                      HONO                     CH3SO                    SO2                      ICl                      BrNO2                    ClNO2                    HOBr                     C2H6                     HOI                      HOCH2O2                  CH3I                     INO2                     HNO4                     H2O2                     HCOOH                    HBr                      I                        BrNO3                    Br2                      CH3SO2H                  Cl2                      BrCl                     CH3S                     HCl                      HOCl                     CO                       CH3SO3                   N2O5                     EO2                      CH3SCH2OO                C2H5O2                   CH3CO3                   HNO3                     CH3SOCH3                 I2                       HI                       C2H4                     OIO                      ALD                      ROOH                     OClO                     ClNO3                    INO3                     CH3SO2                   HCHO                     CH3SCH3                  CH3OO                    O3                       BrO                      NO                       IO                       ClO                      Cl                       Br                       NO3                      OH                       
    0.176400E+06    0.265999E+00    0.201905E+00    0.266138E+00    0.000000E+00    0.500000E+02    0.121634E-04    0.406310E-04    0.977725E-16    0.149816E-04    0.959502E+01    0.442730E-18    0.000000E+00    0.000000E+00    0.675025E-01    0.313280E+01    0.177001E+00    0.265946E-10    0.907270E-01    0.316175E-01    0.369839E-04    0.469455E-02    0.118616E+01    0.436568E-01    0.907916E-02    0.101831E+01    0.369518E+02    0.991377E+00    0.350179E+01    0.151781E+01    0.664689E-08    0.123441E-02    0.384230E+03    0.134498E+03    0.221265E-05    0.117765E-04    0.666772E-06    0.386322E+02    0.186468E+01    0.430833E+01    0.208367E+02    0.426294E-05    0.325260E+01    0.155436E+02    0.763865E+05    0.418554E-03    0.259508E-03    0.000000E+00    0.110359E+00    0.313588E+00    0.358662E-02    0.228365E-01    0.505046E+01    0.315312E+01    0.312287E-09    0.000000E+00    0.225074E-05    0.286310E+00    0.259054E+03    0.255869E+01    0.796285E-04    0.428887E-03    0.704255E-05    0.340035E+03    0.168953E+02    0.495499E+00    0.157767E+05    0.155813E-04    0.815063E-01    0.400930E-02    0.121166E-03    0.137641E-08    0.108538E-07    0.274707E-01    0.801994E-04
    0.180000E+06    0.308352E+00    0.230140E+00    0.294373E+00    0.000000E+00    0.500000E+02    0.140514E-04    0.573303E-04    0.127436E-15    0.139338E-04    0.113146E+02    0.577051E-18    0.000000E+00    0.000000E+00    0.604780E-01    0.322561E+01    0.191117E+00    0.350007E-10    0.908477E-01    0.399052E-01    0.471542E-04    0.645523E-02    0.110328E+01    0.440490E-01    0.156280E-01    0.987206E+00    0.369517E+02    0.982692E+00    0.317477E+01    0.152628E+01    0.971934E-08    0.130104E-02    0.374121E+03    0.130132E+03    0.223554E-05    0.146028E-04    0.199486E-07    0.396755E+02    0.185500E+01    0.354894E+01    0.191762E+02    0.543840E-05    0.308558E+01    0.135787E+02    0.763865E+05    0.591237E-03    0.369268E-03    0.000000E+00    0.133096E+00    0.280530E+00    0.302301E-02    0.239805E-01    0.495799E+01    0.369834E+01    0.347061E-09    0.000000E+00    0.312283E-05    0.304032E+00    0.254451E+03    0.255155E+01    0.755747E-04    0.601656E-03    0.939783E-05    0.333919E+03    0.196422E+02    0.548939E+00    0.167958E+05    0.398921E-06    0.777100E-01    0.472709E-02    0.975215E-04    0.114131E-08    0.600989E-09    0.331252E-01    0.760200E-04
    0.183600E+06    0.350705E+00    0.258375E+00    0.322609E+00    0.000000E+00    0.500000E+02    0.172390E-04    0.841861E-04    0.174484E-15    0.130212E-04    0.129386E+02    0.790093E-18    0.000000E+00    0.000000E+00    0.547641E-01    0.332165E+01    0.205233E+00    0.441303E-10    0.908927E-01    0.487307E-01    0.626277E-04    0.928195E-02    0.102194E+01    0.446447E-01    0.245514E-01    0.958539E+00    0.369516E+02    0.981193E+00    0.290237E+01    0.153475E+01    0.133410E-07    0.134319E-02    0.364343E+03    0.125845E+03    0.232000E-05    0.175283E-04    0.544567E-08    0.406263E+02    0.184516E+01    0.288657E+01    0.175099E+02    0.722604E-05    0.289970E+01    0.118064E+02    0.763864E+05    0.868250E-03    0.491465E-03    0.000000E+00    0.162564E+00    0.252966E+00    0.263577E-02    0.252856E-01    0.486747E+01    0.423775E+01    0.377337E-09    0.000000E+00    0.413222E-05    0.319191E+00    0.249928E+03    0.254475E+01    0.719737E-04    0.796784E-03    0.130071E-04    0.327945E+03    0.223668E+02    0.607824E+00    0.177629E+05    0.989291E-07    0.743072E-01    0.543587E-02    0.812186E-04    0.970603E-09    0.333748E-09    0.385335E-01    0.723877E-04
    0.187200E+06    0.393058E+00    0.286611E+00    0.350844E+00    0.000000E+00    0.500000E+02    0.214433E-04    0.121571E-03    0.237063E-15    0.122075E-04    0.144636E+02    0.107346E-17    0.000000E+00    0.000000E+00    0.499987E-01    0.342125E+01    0.219349E+00    0.537268E-10    0.909007E-01    0.579755E-01    0.820147E-04    0.132036E-01    0.943522E+00    0.455024E-01    0.360282E-01    0.931025E+00    0.369516E+02    0.986058E+00    0.267211E+01    0.154322E+01    0.174445E-07    0.136617E-02    0.354883E+03    0.121651E+03    0.239711E-05    0.205029E-04    0.466708E-08    0.414571E+02    0.183517E+01    0.232217E+01    0.158727E+02    0.946592E-05    0.270449E+01    0.102001E+02    0.763864E+05    0.125318E-02    0.622573E-03    0.000000E+00    0.195230E+00    0.229658E+00    0.235387E-02    0.267278E-01    0.477884E+01    0.477078E+01    0.403063E-09    0.000000E+00    0.526443E-05    0.332294E+00    0.245485E+03    0.253826E+01    0.687649E-04    0.101081E-02    0.177094E-04    0.322114E+03    0.250668E+02    0.677129E+00    0.186807E+05    0.760077E-07    0.712587E-01    0.613383E-02    0.694162E-04    0.842749E-09    0.276933E-09    0.436489E-01    0.691386E-04
    0.190800E+06    0.357945E+00    0.307050E+00    0.377684E+00    0.000000E+00    0.500000E+02    0.132181E-02    0.281725E-03    0.112065E-12    0.277138E-02    0.282799E+01    0.507449E-15    0.000000E+00    0.238636E-10    0.102822E+01    0.265375E+01    0.233014E+00    0.127339E-02    0.892246E-01    0.106368E+00    0.212340E-03    0.316267E-01    0.146580E+01    0.255801E+00    0.467633E-01    0.699248E+01    0.369214E+02    0.107500E+02    0.280996E+01    0.155142E+01    0.607032E-05    0.629037E-02    0.346924E+03    0.116397E+03    0.998416E+00    0.364472E-01    0.321274E+00    0.272517E+02    0.190893E+01    0.372187E+01    0.180890E+02    0.244586E-04    0.152323E+01    0.109719E+02    0.763901E+05    0.304510E-02    0.749927E-04    0.000000E+00    0.331949E+00    0.184786E+00    0.368289E-02    0.934800E+00    0.923888E+01    0.990056E-01    0.149737E-04    0.000000E+00    0.669903E+00    0.344040E+00    0.240809E+03    0.919877E+00    0.107495E+00    0.577085E-02    0.874614E-04    0.313947E+03    0.229504E+02    0.182682E+01    0.194172E+05    0.253771E+02    0.699373E-01    0.262265E+00    0.532740E+00    0.106014E-02    0.458019E+00    0.238015E-01    0.136447E-01
    0.194400E+06    0.107188E-01    0.196001E+00    0.374855E+00    0.000000E+00    0.500000E+02    0.513009E-01    0.401498E-02    0.131763E-10    0.757492E-01    0.562374E-01    0.596646E-13    0.000000E+00    0.161841E-09    0.289527E+01    0.314994E+00    0.236763E+00    0.306256E-01    0.766248E-01    0.254850E-01    0.134069E-02    0.456651E+00    0.154539E+00    0.235894E-01    0.393551E-01    0.313381E+02    0.360045E+02    0.138047E+02    0.422762E+01    0.155354E+01    0.589609E-06    0.285197E-03    0.316060E+03    0.105938E+03    0.703873E+01    0.178297E+00    0.863299E-02    0.767565E+01    0.813054E+01    0.573621E+01    0.144901E+02    0.153737E-03    0.547841E+01    0.128669E+02    0.764440E+05    0.412644E-01    0.257473E-07    0.000000E+00    0.857451E+00    0.550462E+00    0.155070E-01    0.740707E-01    0.198791E+02    0.393357E-02    0.195494E-03    0.000000E+00    0.191516E+01    0.307110E+00    0.226975E+03    0.191840E+01    0.194109E-01    0.157138E-03    0.172015E-02    0.332959E+03    0.421755E+01    0.961575E+01    0.185447E+05    0.408890E+02    0.200374E-01    0.483041E+00    0.504492E+01    0.828676E-02    0.199142E+01    0.454977E-03    0.111111E+00
    0.198000E+06    0.259200E-02    0.518504E-01    0.320583E+00    0.000000E+00    0.500000E+02    0.134949E+00    0.556953E-02    0.558767E-10    0.605735E-01    0.351309E-01    0.253019E-12    0.000000E+00    0.301562E-09    0.514567E+01    0.260085E+00    0.221852E+00    0.786538E-01    0.654336E-01    0.208607E-02    0.102251E-02    0.106356E+01    0.116453E+00    0.453353E-02    0.237302E-01    0.356557E+02    0.337247E+02    0.100628E+02    0.695741E+01    0.154390E+01    0.889930E-06    0.318906E-03    0.290565E+03    0.104785E+03    0.141114E+02    0.430933E+00    0.452165E-02    0.444546E+01    0.996354E+01    0.693302E+01    0.132891E+02    0.117252E-03    0.108473E+02    0.199295E+02    0.765636E+05    0.537750E-01    0.699367E-08    0.000000E+00    0.714074E+00    0.693150E+00    0.117496E-01    0.703383E-01    0.751278E+01    0.332273E-02    0.845640E-03    0.000000E+00    0.264803E+01    0.218735E+00    0.214829E+03    0.150652E+01    0.211343E-01    0.140985E-03    0.344346E-02    0.401754E+03    0.150294E+01    0.171862E+02    0.169062E+05    0.374589E+02    0.196573E-01    0.732952E+00    0.881113E+01    0.160402E-01    0.323873E+01    0.200244E-03    0.202310E+00
    0.201600E+06    0.183047E-02    0.133055E-01    0.242117E+00    0.000000E+00    0.500000E+02    0.706930E-01    0.232477E-02    0.367881E-10    0.212456E-01    0.308492E-01    0.166583E-12    0.000000E+00    0.371199E-09    0.633349E+01    0.246779E+00    0.194518E+00    0.808342E-01    0.557838E-01    0.129550E-02    0.106195E-02    0.606513E+00    0.891374E-01    0.370628E-02    0.105075E-01    0.328461E+02    0.304147E+02    0.619110E+01    0.922589E+01    0.152396E+01    0.100812E-05    0.348194E-03    0.301560E+03    0.108536E+03    0.211451E+02    0.556104E+00    0.353069E-02    0.341010E+01    0.428641E+01    0.726294E+01    0.122237E+02    0.121810E-03    0.149338E+02    0.331352E+02    0.767905E+05    0.215437E-01    0.468949E-08    0.000000E+00    0.685468E+00    0.695261E+00    0.682780E-02    0.710083E-01    0.225586E+01    0.317066E-02    0.134911E-02    0.000000E+00    0.233875E+01    0.132217E+00    0.215925E+03    0.123501E+01    0.220909E-01    0.110657E-03    0.181301E-02    0.435213E+03    0.116364E+01    0.206800E+02    0.150153E+05    0.356945E+02    0.203670E-01    0.682981E+00    0.104909E+02    0.213938E-01    0.433900E+01    0.153999E-03    0.233568E+00
    0.205200E+06    0.157459E-02    0.862069E-02    0.172737E+00    0.000000E+00    0.500000E+02    0.284475E-01    0.929964E-03    0.167810E-10    0.106860E-01    0.326346E-01    0.759872E-13    0.000000E+00    0.378305E-09    0.657304E+01    0.220842E+00    0.164960E+00    0.604508E-01    0.475235E-01    0.120819E-02    0.121702E-02    0.284129E+00    0.613610E-01    0.408917E-02    0.380288E-02    0.296017E+02    0.269887E+02    0.372098E+01    0.992701E+01    0.149824E+01    0.102961E-05    0.386041E-03    0.327963E+03    0.115406E+03    0.254208E+02    0.536950E+00    0.351049E-02    0.307177E+01    0.176828E+01    0.645627E+01    0.109361E+02    0.139602E-03    0.161459E+02    0.416694E+02    0.770882E+05    0.855531E-02    0.513841E-08    0.000000E+00    0.689277E+00    0.636447E+00    0.398297E-02    0.716151E-01    0.123614E+01    0.260825E-02    0.135913E-02    0.000000E+00    0.178984E+01    0.765099E-01    0.222717E+03    0.100251E+01    0.222523E-01    0.889849E-04    0.848077E-03    0.423026E+03    0.111794E+01    0.213409E+02    0.132662E+05    0.352597E+02    0.220936E-01    0.530794E+00    0.999198E+01    0.228991E-01    0.525679E+01    0.159927E-03    0.227432E+00
    0.208800E+06    0.149099E-02    0.786481E-02    0.124431E+00    0.000000E+00    0.500000E+02    0.168410E-01    0.574321E-03    0.109845E-10    0.866748E-02    0.350805E-01    0.497395E-13    0.000000E+00    0.352887E-09    0.651996E+01    0.198384E+00    0.139198E+00    0.426336E-01    0.404728E-01    0.115788E-02    0.140081E-02    0.202891E+00    0.489069E-01    0.479060E-02    0.124792E-02    0.267692E+02    0.238168E+02    0.242068E+01    0.968881E+01    0.147043E+01    0.994673E-06    0.416817E-03    0.356226E+03    0.123047E+03    0.277068E+02    0.482587E+00    0.362208E-02    0.297698E+01    0.116138E+01    0.621135E+01    0.105173E+02    0.160689E-03    0.169209E+02    0.426809E+02    0.774112E+05    0.528564E-02    0.612429E-08    0.000000E+00    0.695712E+00    0.586694E+00    0.249432E-02    0.721734E-01    0.112283E+01    0.216696E-02    0.121440E-02    0.000000E+00    0.137696E+01    0.469293E-01    0.229087E+03    0.878481E+00    0.222281E-01    0.732244E-04    0.593631E-03    0.397117E+03    0.111068E+01    0.214344E+02    0.117556E+05    0.351213E+02    0.236937E-01    0.410211E+00    0.928763E+01    0.238623E-01    0.603432E+01    0.177418E-03    0.208480E+00
    0.212400E+06    0.147198E-02    0.769598E-02    0.945410E-01    0.000000E+00    0.500000E+02    0.135694E-01    0.465573E-03    0.971693E-11    0.818336E-02    0.375966E-01    0.439999E-13    0.000000E+00    0.317721E-09    0.649370E+01    0.186258E+00    0.118866E+00    0.317436E-01    0.344619E-01    0.111435E-02    0.161000E-02    0.198212E+00    0.462552E-01    0.562832E-02    0.396491E-03    0.245115E+02    0.209277E+02    0.176643E+01    0.921804E+01    0.144253E+01    0.997038E-06    0.452170E-03    0.381907E+03    0.130315E+03    0.291267E+02    0.451369E+00    0.372902E-02    0.296386E+01    0.107495E+01    0.625021E+01    0.105294E+02    0.184689E-03    0.177384E+02    0.405875E+02    0.777429E+05    0.425243E-02    0.729304E-08    0.000000E+00    0.703224E+00    0.535344E+00    0.171658E-02    0.728422E-01    0.117768E+01    0.197093E-02    0.113219E-02    0.000000E+00    0.113370E+01    0.322967E-01    0.234928E+03    0.796669E+00    0.221434E-01    0.650328E-04    0.536974E-03    0.373796E+03    0.111236E+01    0.215302E+02    0.104608E+05    0.347299E+02    0.251559E-01    0.341110E+00    0.863452E+01    0.246682E-01    0.669237E+01    0.197174E-03    0.188776E+00
    0.216000E+06    0.147059E-02    0.767406E-02    0.769159E-01    0.000000E+00    0.500000E+02    0.122354E-01    0.412684E-03    0.990140E-11    0.800788E-02    0.404402E-01    0.448352E-13    0.000000E+00    0.284449E-09    0.654306E+01    0.183076E+00    0.103391E+00    0.257509E-01    0.293414E-01    0.107536E-02    0.183811E-02    0.220839E+00    0.489839E-01    0.658426E-02    0.125355E-03    0.227793E+02    0.183341E+02    0.142799E+01    0.876579E+01    0.141529E+01    0.107563E-05    0.499252E-03    0.402684E+03    0.136964E+03    0.301795E+02    0.452713E+00    0.383592E-02    0.295893E+01    0.111310E+01    0.623763E+01    0.105875E+02    0.210861E-03    0.185420E+02    0.378094E+02    0.780780E+05    0.370385E-02    0.864837E-08    0.000000E+00    0.710300E+00    0.475471E+00    0.128193E-02    0.737919E-01    0.126219E+01    0.195111E-02    0.114457E-02    0.000000E+00    0.100706E+01    0.248293E-01    0.241282E+03    0.721656E+00    0.220370E-01    0.631645E-04    0.526623E-03    0.354046E+03    0.112297E+01    0.216770E+02    0.935800E+04    0.340495E+02    0.267143E-01    0.308436E+00    0.798993E+01    0.251552E-01    0.728245E+01    0.217394E-03    0.172651E+00
    0.219600E+06    0.147155E-02    0.767577E-02    0.666446E-01    0.000000E+00    0.500000E+02    0.114373E-01    0.378674E-03    0.108536E-10    0.791665E-02    0.436652E-01    0.491471E-13    0.000000E+00    0.255949E-09    0.662204E+01    0.186125E+00    0.916778E-01    0.224599E-01    0.249811E-01    0.103900E-02    0.207859E-02    0.261218E+00    0.545864E-01    0.766102E-02    0.397213E-04    0.214147E+02    0.160396E+02    0.124314E+01    0.835806E+01    0.138885E+01    0.123060E-05    0.555692E-03    0.417947E+03    0.142977E+03    0.309945E+02    0.479687E+00    0.395173E-02    0.293916E+01    0.117907E+01    0.609029E+01    0.105825E+02    0.238450E-03    0.193320E+02    0.349299E+02    0.784137E+05    0.330564E-02    0.102265E-07    0.000000E+00    0.716337E+00    0.413840E+00    0.101165E-02    0.750722E-01    0.134701E+01    0.205037E-02    0.122804E-02    0.000000E+00    0.948791E+00    0.205771E-01    0.248574E+03    0.649487E+00    0.219209E-01    0.656225E-04    0.527312E-03    0.336075E+03    0.114062E+01    0.218271E+02    0.842695E+04    0.332390E+02    0.284273E-01    0.296979E+00    0.736161E+01    0.253258E-01    0.783999E+01    0.238101E-03    0.160000E+00
    0.223200E+06    0.148744E-02    0.773160E-02    0.607882E-01    0.000000E+00    0.500000E+02    0.107614E-01    0.354117E-03    0.120825E-10    0.781717E-02    0.472305E-01    0.547116E-13    0.000000E+00    0.229598E-09    0.664698E+01    0.194667E+00    0.828838E-01    0.203797E-01    0.212692E-01    0.101177E-02    0.231855E-02    0.313636E+00    0.616434E-01    0.889819E-02    0.127579E-04    0.202896E+02    0.140343E+02    0.114772E+01    0.797817E+01    0.136331E+01    0.143982E-05    0.612572E-03    0.428333E+03    0.148314E+03    0.314616E+02    0.518865E+00    0.409920E-02    0.293018E+01    0.125035E+01    0.589232E+01    0.106035E+02    0.265976E-03    0.200164E+02    0.320134E+02    0.787471E+05    0.298847E-02    0.121586E-07    0.000000E+00    0.720300E+00    0.357989E+00    0.828798E-03    0.764713E-01    0.143346E+01    0.223781E-02    0.133508E-02    0.000000E+00    0.928780E+00    0.178632E-01    0.256396E+03    0.589571E+00    0.217617E-01    0.709870E-04    0.526980E-03    0.319545E+03    0.116248E+01    0.218413E+02    0.764851E+04    0.324918E+02    0.301438E-01    0.296573E+00    0.675665E+01    0.251848E-01    0.832279E+01    0.261782E-03    0.148347E+00
    0.226800E+06    0.156124E-02    0.802181E-02    0.580748E-01    0.000000E+00    0.500000E+02    0.997992E-02    0.331631E-03    0.125251E-10    0.762913E-02    0.510254E-01    0.567156E-13    0.000000E+00    0.199814E-09    0.650724E+01    0.211963E+00    0.767007E-01    0.184782E-01    0.181096E-01    0.101133E-02    0.253385E-02    0.359858E+00    0.704989E-01    0.104066E-01    0.435593E-05    0.193865E+02    0.123023E+02    0.113772E+01    0.763388E+01    0.133934E+01    0.164455E-05    0.653864E-03    0.435157E+03    0.152857E+03    0.312605E+02    0.548528E+00    0.432585E-02    0.300739E+01    0.133047E+01    0.586915E+01    0.109128E+02    0.290663E-03    0.202699E+02    0.292336E+02    0.790737E+05    0.273308E-02    0.147899E-07    0.000000E+00    0.720339E+00    0.312704E+00    0.702079E-03    0.773394E-01    0.154487E+01    0.248250E-02    0.138555E-02    0.000000E+00    0.931345E+00    0.161384E-01    0.263518E+03    0.558092E+00    0.214733E-01    0.784142E-04    0.517041E-03    0.306217E+03    0.118648E+01    0.214954E+02    0.700699E+04    0.320039E+02    0.314133E-01    0.300793E+00    0.617040E+01    0.246818E-01    0.857023E+01    0.294906E-03    0.134028E+00
    0.230400E+06    0.178803E-02    0.892998E-02    0.585768E-01    0.000000E+00    0.500000E+02    0.888859E-02    0.301915E-03    0.105451E-10    0.724653E-02    0.549933E-01    0.477501E-13    0.000000E+00    0.160533E-09    0.606201E+01    0.247795E+00    0.734114E-01    0.158646E-01    0.154206E-01    0.107455E-02    0.268157E-02    0.359120E+00    0.839165E-01    0.124574E-01    0.180067E-05    0.187620E+02    0.108290E+02    0.126155E+01    0.736991E+01    0.131854E+01    0.172891E-05    0.656275E-03    0.440222E+03    0.156401E+03    0.298487E+02    0.534960E+00    0.472778E-02    0.331981E+01    0.143898E+01    0.640069E+01    0.119870E+02    0.307576E-03    0.194577E+02    0.269794E+02    0.793867E+05    0.253155E-02    0.190164E-07    0.000000E+00    0.713222E+00    0.280432E+00    0.619665E-03    0.765939E-01    0.173045E+01    0.273080E-02    0.126554E-02    0.000000E+00    0.945389E+00    0.153761E-01    0.267987E+03    0.579651E+00    0.209002E-01    0.872753E-04    0.487824E-03    0.299712E+03    0.121236E+01    0.204545E+02    0.649369E+04    0.319624E+02    0.315054E-01    0.304015E+00    0.556986E+01    0.235964E-01    0.828530E+01    0.352190E-03    0.113071E+00
    0.234000E+06    0.243675E-02    0.113318E-01    0.636061E-01    0.000000E+00    0.500000E+02    0.717561E-02    0.261614E-03    0.566284E-11    0.643693E-02    0.603530E-01    0.256423E-13    0.000000E+00    0.109208E-09    0.507004E+01    0.325511E+00    0.738600E-01    0.114745E-01    0.131327E-01    0.131502E-02    0.265343E-02    0.264743E+00    0.103472E+00    0.159778E-01    0.114443E-05    0.182607E+02    0.962183E+01    0.165482E+01    0.723274E+01    0.130353E+01    0.153622E-05    0.591291E-03    0.445575E+03    0.158506E+03    0.262132E+02    0.433005E+00    0.559849E-02    0.422648E+01    0.160527E+01    0.800756E+01    0.146459E+02    0.304258E-03    0.165252E+02    0.254549E+02    0.796731E+05    0.237897E-02    0.283594E-07    0.000000E+00    0.688920E+00    0.261362E+00    0.584005E-03    0.732849E-01    0.208936E+01    0.292694E-02    0.863737E-03    0.000000E+00    0.934775E+00    0.157869E-01    0.267168E+03    0.700957E+00    0.196920E-01    0.960872E-04    0.422538E-03    0.303814E+03    0.124825E+01    0.179412E+02    0.612245E+04    0.325427E+02    0.299758E-01    0.292468E+00    0.477711E+01    0.209239E-01    0.707536E+01    0.479261E-03    0.823679E-01
    0.237600E+06    0.462545E-02    0.175475E-01    0.756227E-01    0.000000E+00    0.500000E+02    0.437652E-02    0.223524E-03    0.141757E-11    0.463602E-02    0.749328E-01    0.641900E-14    0.000000E+00    0.522020E-10    0.324955E+01    0.521663E+00    0.792017E-01    0.494314E-02    0.111884E-01    0.199329E-02    0.216417E-02    0.129529E+00    0.136630E+00    0.249893E-01    0.143492E-05    0.165647E+02    0.876275E+01    0.251112E+01    0.713417E+01    0.129715E+01    0.101778E-05    0.452448E-03    0.449678E+03    0.157981E+03    0.185859E+02    0.230960E+00    0.809197E-02    0.693827E+01    0.184323E+01    0.104510E+02    0.198064E+02    0.247928E-03    0.105542E+02    0.238524E+02    0.799031E+05    0.221582E-02    0.647577E-07    0.000000E+00    0.614331E+00    0.247761E+00    0.627178E-03    0.687431E-01    0.284361E+01    0.363942E-02    0.299708E-03    0.000000E+00    0.776889E+00    0.176857E-01    0.258705E+03    0.100779E+01    0.167851E-01    0.100337E-03    0.289479E-03    0.314413E+03    0.133246E+01    0.121592E+02    0.598160E+04    0.336623E+02    0.278497E-01    0.232129E+00    0.327264E+01    0.138163E-01    0.466936E+01    0.885784E-03    0.421432E-01
    0.241200E+06    0.157229E-01    0.334231E-01    0.971054E-01    0.000000E+00    0.500000E+02    0.984487E-03    0.158988E-03    0.651659E-13    0.125767E-02    0.139286E+00    0.295082E-15    0.000000E+00    0.783104E-11    0.105063E+01    0.134599E+01    0.900193E-01    0.258557E-03    0.954718E-02    0.331734E-02    0.105233E-02    0.424119E-01    0.369916E+00    0.527609E-01    0.431099E-05    0.912932E+01    0.839552E+01    0.323702E+01    0.674068E+01    0.130030E+01    0.337389E-06    0.268713E-03    0.439234E+03    0.154686E+03    0.623917E+01    0.411689E-01    0.146807E-01    0.179663E+02    0.203895E+01    0.116103E+02    0.271794E+02    0.120315E-03    0.286822E+01    0.216897E+02    0.800253E+05    0.161758E-02    0.321554E-06    0.000000E+00    0.438429E+00    0.207346E+00    0.851865E-03    0.631675E-01    0.433311E+01    0.152303E-01    0.181396E-04    0.000000E+00    0.267099E+00    0.212713E-01    0.248098E+03    0.161168E+01    0.919014E-02    0.812856E-04    0.101360E-03    0.310545E+03    0.163269E+01    0.349944E+01    0.637191E+04    0.271548E+02    0.307331E-01    0.952921E-01    0.953373E+00    0.264821E-02    0.126727E+01    0.237925E-02    0.591673E-02
    0.244800E+06    0.542354E-01    0.607307E-01    0.124966E+00    0.000000E+00    0.500000E+02    0.476142E-04    0.881009E-04    0.364394E-15    0.191776E-04    0.814669E+00    0.165004E-17    0.000000E+00   -0.000000E+00    0.150248E+00    0.284781E+01    0.103969E+00    0.107403E-07    0.832704E-02    0.480946E-02    0.305918E-03    0.149728E-01    0.109560E+01    0.728556E-01    0.176891E-04    0.230372E+01    0.837492E+01    0.177139E+01    0.588597E+01    0.130852E+01    0.417131E-08    0.225383E-03    0.421523E+03    0.151816E+03    0.887553E-01    0.870349E-04    0.139981E-01    0.351993E+02    0.204651E+01    0.884367E+01    0.285991E+02    0.350248E-04    0.206304E+01    0.198415E+02    0.800405E+05    0.896810E-03    0.114446E-05    0.000000E+00    0.240628E+00    0.161690E+00    0.150140E-02    0.430635E-01    0.541942E+01    0.356526E+00    0.528316E-08    0.000000E+00    0.753073E-03    0.285464E-01    0.243210E+03    0.197804E+01    0.444023E-04    0.100486E-04    0.285073E-04    0.300066E+03    0.320466E+01    0.167640E+00    0.770732E+04    0.404920E+01    0.862088E-01    0.182980E-02    0.793800E-03    0.831451E-07    0.129010E-01    0.145179E-02    0.937168E-04
    0.248400E+06    0.965884E-01    0.889660E-01    0.153202E+00    0.000000E+00    0.500000E+02    0.232864E-04    0.492951E-04    0.205252E-15    0.186557E-04    0.207699E+01    0.929414E-18    0.000000E+00    0.000000E+00    0.119937E+00    0.303790E+01    0.118086E+00    0.191493E-08    0.796443E-02    0.724947E-02    0.122306E-03    0.888262E-02    0.136697E+01    0.753167E-01    0.969874E-04    0.145620E+01    0.837490E+01    0.130578E+01    0.501025E+01    0.131699E+01    0.202659E-08    0.469202E-03    0.408455E+03    0.147839E+03    0.476517E-02    0.165856E-04    0.805002E-02    0.384696E+02    0.203678E+01    0.698952E+01    0.265780E+02    0.140304E-04    0.294341E+01    0.177540E+02    0.800414E+05    0.503158E-03    0.798121E-05    0.000000E+00    0.152391E+00    0.134880E+00    0.146996E-02    0.339145E-01    0.570716E+01    0.895212E+00    0.797287E-09    0.000000E+00    0.141832E-03    0.395223E-01    0.238882E+03    0.197174E+01    0.787698E-04    0.271231E-04    0.135838E-04    0.293797E+03    0.562280E+01    0.165212E+00    0.913441E+04    0.906414E+00    0.110619E+00    0.153883E-02    0.556760E-03    0.161286E-07    0.984007E-03    0.395031E-02    0.889801E-04
    0.252000E+06    0.138941E+00    0.117201E+00    0.181437E+00    0.000000E+00    0.500000E+02    0.145538E-04    0.330266E-04    0.127453E-15    0.176175E-04    0.375730E+01    0.577130E-18    0.000000E+00    0.000000E+00    0.984684E-01    0.320932E+01    0.132202E+00    0.358492E-09    0.817045E-02    0.111228E-01    0.622139E-04    0.591283E-02    0.135637E+01    0.758465E-01    0.457906E-03    0.118465E+01    0.837489E+01    0.111537E+01    0.430293E+01    0.132546E+01    0.148077E-08    0.703376E-03    0.397015E+03    0.143550E+03    0.541325E-03    0.669956E-05    0.270640E-02    0.402425E+02    0.202703E+01    0.572241E+01    0.245491E+02    0.714844E-05    0.330411E+01    0.156698E+02    0.800415E+05    0.337917E-03    0.293863E-04    0.000000E+00    0.110098E+00    0.113822E+00    0.983086E-03    0.250826E-01    0.573669E+01    0.145220E+01    0.260912E-09    0.000000E+00    0.284395E-04    0.497106E-01    0.234628E+03    0.196413E+01    0.839940E-04    0.633638E-04    0.801544E-05    0.288296E+03    0.829198E+01    0.227766E+00    0.104915E+05    0.166993E+00    0.111716E+00    0.165503E-02    0.327192E-03    0.446875E-08    0.118858E-03    0.800548E-02    0.830050E-04
